id,cacheDate,name,owner,salePrice,studFee,age,gender,breed,imperfectTraitsScore,totalTraitDeviancy,scoreBodyType,scoreBodySize,scoreHeadShape,scoreEars,scoreNoseLength,scoreEyeShape,scoreEyeColor,scoreCoat,scoreColor,scoreTail,scoreLegs,bodyType,bodySize,headShape,earSize,earCurl,noseLength,eyeShape,eyeColor,eyeDepth,tail,legs,coatLength,coatTexture,coatBaseColor,coatBicolor,coatTabbyPattern,coatAlbino,coatGhostMarking,coatRufused,coatGolden,coatSilver,coatSmoke,showPoints,ageOfMostRecentOffspring,ableToGetPregnant,fullness,health,coatCondition,activeness,attitude,mood
2009278,2022-12-28,Kale,Rescue Shelter,200,0,37,female,mixed breed,8,39,5,-3,1,-4,-5,-16,3,0,2,0,0,15,14,14,12,curled,14,3,bronze,pale,normal,normal,shorthair,,black,bicolor,,,False,False,False,False,False,0,0,True,99.99,25.63,0.00,52.00,71.00,77.00
2009645,2022-12-28,#2009645,Rescue Shelter,200,0,35,female,mixed breed,9,39,3,-11,-3,1,-11,-4,3,0,2,0,1,13,6,10,16,straight,8,15,yellow-green,medium,normal,short (Munchkin),shorthair,rex III,chocolate,bicolor,,,False,False,False,False,True,0,0,True,99.99,25.75,0.00,35.00,86.00,76.00
2015585,2022-12-28,#Princess Life Lucy -stray,Mezzmeric's Feline Fiasco (#26989),1,0,34,female,mixed breed,8,40,-1,-5,1,1,-12,-15,3,0,2,0,0,9,12,14,15,curled,7,4,yellow-green,medium,normal,normal,shorthair,LaPerm,chocolate,,ticked tabby,,False,False,False,False,False,0,0,True,99.99,99.99,82.00,37.00,76.44,50.00
2013587,2022-12-28,#2013587,Almalexia | Tigraunda Revival (#70878),100,0,19,female,mixed breed,8,40,-6,-4,0,-5,-9,-11,2,0,2,1,0,4,13,13,10,straight,10,8,aqua,deep,short (bobtail),normal,shorthair,,blue,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,89.77,0.00,50.00,96.88,50.00
2013794,2022-12-28,#2013794,CCeline's Mew (#171351),50,0,18,female,mixed breed,9,40,8,-5,2,-2,-9,-7,3,2,2,0,0,18,12,15,13,straight,10,12,green,medium,normal,normal,longhair,,black,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,94.99,86.24,0.00,62.00,87.96,50.00
2009404,2022-12-28,#2009404,Little Bunny 3 (#268197),100,0,37,female,mixed breed,9,40,3,-9,-2,-9,-9,-3,2,0,2,0,1,13,8,11,7,folded,10,16,green,deep,normal,short (Munchkin),shorthair,satin,lilac,,,,False,False,False,False,False,0,0,True,4.99,7.74,42.30,21.00,99.99,84.00
2007193,2022-12-28,#Ticky,Little Bunny 3 (#268197),100,0,48,female,mixed breed,9,40,-3,-4,-4,-11,-7,-6,2,0,2,0,1,7,13,9,5,folded,12,13,bronze,deep,normal,short (Munchkin),shorthair,,chocolate,,ticked tabby,,False,False,False,False,False,0,0,True,4.99,3.99,48.50,33.20,99.99,78.00
2013799,2022-12-28,#2013799,CCeline's Mew (#171351),50,0,18,female,mixed breed,8,41,9,-10,-1,-2,-6,-9,2,0,2,0,0,19,7,12,13,straight,13,10,bronze,deep,normal,normal,shorthair,,chocolate,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,94.99,83.49,0.00,49.00,90.96,50.00
2011679,2022-12-28,Stubby Bro Heaven Daria -6,Nykkei GN's other account (#41511),50,0,28,female,mixed breed,8,41,-6,-4,-1,-11,-12,-2,3,0,2,0,0,4,13,12,5,folded,7,17,bronze-olive,medium,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,True,True,False,False,0,0,True,94.99,91.00,42.00,29.00,71.78,50.00
2015200,2022-12-28,#2015200,Almalexia | Tigraunda Revival (#70878),100,0,11,female,mixed breed,8,41,-7,-2,-1,-6,-8,-12,3,0,2,0,0,3,15,12,9,straight,11,7,green,medium,normal,normal,shorthair,,black,,,,False,False,False,True,False,0,0,True,99.99,87.77,59.00,54.00,98.92,50.00
2011680,2022-12-28,Stubby Bro Heaven Diana -5,Nykkei GN's other account (#41511),50,0,28,female,mixed breed,9,41,-5,-4,-1,-10,-12,-3,3,0,2,1,0,5,13,12,5,straight,7,16,bronze-olive,medium,none (tailless),normal,shorthair,,black,bicolor,spotted tabby,,False,True,True,False,False,0,0,True,94.99,93.00,42.00,26.00,74.78,50.00
2013413,2022-12-28,#Coated Peach,ExistingCuzWhyNot (#267759),100,0,20,female,mixed breed,9,41,-5,-1,-4,-4,-12,-9,3,2,0,0,1,5,16,9,11,straight,7,10,grey-green,pale,normal,short (Munchkin),longhair,,natural,bicolor,ticked tabby,mink,False,False,False,False,False,0,0,True,4.99,5.99,30.00,2.00,99.99,64.00
2012033,2022-12-28,#2012033,Pip! (#269060),40,0,25,female,mixed breed,8,42,5,-2,-4,-8,-8,-11,0,2,2,0,0,15,15,9,7,straight,11,8,blue,deep,normal,normal,longhair,,black,harlequin,,,False,False,False,False,True,0,0,True,54.99,88.99,8.50,40.00,77.00,52.00
2015466,2022-12-28,#2015466,Rahkali (#269527),100,0,9,female,mixed breed,9,42,-4,-5,-2,-4,-11,-10,2,2,2,0,0,6,12,11,11,straight,8,9,grey-green,deep,normal,normal,longhair,,black,bicolor,,,False,False,False,False,True,0,0,False,94.99,98.99,25.40,22.00,99.95,50.00
2006112,2022-12-28,#2006112,Almalexia | Tigraunda Revival (#70878),100,0,52,female,mixed breed,9,42,-4,-5,1,-5,-8,-14,2,0,2,1,0,6,12,14,10,straight,11,5,yellow-green,deep,short (bobtail),normal,shorthair,,blue,bicolor,classic tabby,,False,False,False,False,False,0,0,True,99.99,81.91,0.00,52.00,93.70,50.00
2011554,2022-12-28,Half Fluffy,SnowyRina167 (#269419),1,0,28,female,mixed breed,7,43,-8,-4,0,-6,-12,-8,3,2,0,0,0,2,13,13,9,straight,7,11,grey-green,medium,normal,normal,longhair,,natural,,,mink,False,False,False,False,False,0,0,True,14.99,6.99,0.00,48.00,99.81,61.00
2016763,2022-12-28,#Sugarwind (Stray),"Embers - Andromedas, Bohemian Rhapsodies (#136373)",100,0,12,female,mixed breed,8,43,-3,-15,-8,-8,-1,-3,3,0,2,0,0,7,2,5,7,straight,18,16,grey-brown,pale,normal,normal,shorthair,LaPerm,black,,,,False,False,False,True,False,0,0,True,99.99,99.99,49.00,67.00,37.95,50.00
2011558,2022-12-28,Sheep,SnowyRina167 (#269419),1,0,28,female,mixed breed,9,43,-7,1,-3,-11,-9,-8,0,2,0,1,1,3,18,10,4,straight,10,11,blue,deep,short (bobtail),short (Munchkin),longhair,,seal,,,point,False,False,False,False,False,0,0,True,14.99,14.99,0.00,57.00,99.90,60.00
2011551,2022-12-28,Orangine,SnowyRina167 (#269419),1,0,28,female,mixed breed,9,43,-7,2,-2,-6,-12,-8,2,2,2,0,0,3,19,11,9,straight,7,11,hazel,deep,normal,normal,longhair,,cinnamon,bicolor,,,False,False,False,False,True,0,0,True,14.99,3.99,0.00,44.00,99.90,61.00
2004586,2022-12-28,#2004586,Almalexia | Tigraunda Revival (#70878),100,0,57,female,mixed breed,10,43,-2,-5,-1,-6,-9,-13,2,2,2,1,0,8,12,12,9,straight,10,6,bronze,deep,short (bobtail),normal,longhair,,blue,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,79.24,0.00,57.00,96.68,50.00
2016658,2022-12-28,﴾Chant﴿ Josy Sugar {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,45,female,mixed breed,8,44,6,-11,-1,-10,-5,-6,3,0,2,0,0,16,6,12,5,straight,14,13,brown,pale,normal,normal,shorthair,satin wirehair,black,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,99.99,99.99,47.00,24.00,63.96,58.00
2013343,2022-12-28,Skylark’s Spotty Dotty (Stray),SnowyRina167 (#269419),1,0,68,female,mixed breed,8,44,3,-4,-6,-8,1,-17,3,0,2,0,0,13,13,7,8,folded,20,2,brown,pale,normal,normal,shorthair,,chocolate,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,19.99,9.00,77.40,15.20,36.16,29.00
2011897,2022-12-28,#2011897,CCeline's Mew (#171351),50,0,26,female,mixed breed,8,44,0,-8,-8,-2,-12,-8,3,0,2,1,0,10,9,5,13,straight,7,11,hazel,pale,short (bobtail),normal,shorthair,rex III,platinum,bicolor,,,False,True,True,False,True,0,0,True,94.99,87.99,0.00,27.00,94.94,50.00
2005836,2022-12-28,#▧Sandy,Tic-Tac to the rescue (#269418),300,0,53,female,mixed breed,8,44,9,-6,-1,-6,-17,1,2,0,2,0,0,19,11,12,10,folded,2,20,hazel,deep,normal,normal,shorthair,,black,,ticked tabby,,False,False,False,False,False,0,0,True,99.99,81.49,97.30,42.60,51.50,7.00
2005194,2022-12-28,#2005194,Pizza_Kitties - Sales (#88179),50,0,56,female,mixed breed,10,44,3,-8,-2,-10,-11,-3,2,2,2,0,1,13,9,11,5,straight,8,16,yellow-green,deep,normal,short (Munchkin),longhair,wirehair,chocolate,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,75.99,0.00,83.00,87.73,50.00
2011553,2022-12-28,Fluffy,SnowyRina167 (#269419),1,0,28,female,mixed breed,7,45,-8,-4,0,-7,-13,-8,3,2,0,0,0,2,13,13,8,straight,6,11,grey-green,medium,normal,normal,longhair,,blue,,,mink,False,False,False,False,False,0,0,True,14.99,13.99,0.00,47.00,99.91,60.00
2017658,2022-12-28,Caramba Aydin of the North,~*~Caramba's~*~ Mixed place (#72386),50,0,39,female,mixed breed,7,45,-4,-5,-7,-7,-18,0,2,0,2,0,0,6,12,6,8,straight,1,19,yellow,deep,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,99.99,15.00,45.99,42.00
2012536,2022-12-28,#2012536,Almalexia | Tigraunda Revival (#70878),100,0,22,female,mixed breed,7,45,-5,-4,0,-8,-10,-14,2,0,2,0,0,5,13,13,7,straight,9,5,aqua,deep,normal,normal,shorthair,,black,bicolor,,,False,False,False,True,False,0,0,True,99.99,92.24,0.00,53.00,93.85,50.00
2009530,2022-12-28,#2009530,Almalexia | Tigraunda Revival (#70878),100,0,36,female,mixed breed,8,45,-5,-5,0,-9,-9,-13,1,2,0,1,0,5,12,13,6,straight,10,6,blue,medium,short (bobtail),normal,longhair,,lilac,,,point,False,False,False,True,False,0,0,True,99.99,97.70,0.00,46.00,99.77,50.00
2006066,2022-12-28,#C4T Starswirl,Love Shines Sales and Other Projects (#178998),1,0,52,female,mixed breed,8,46,-6,2,-2,-7,-15,-11,1,2,0,0,0,4,19,11,8,straight,4,8,blue,medium,normal,normal,longhair,,blue,mitted,classic tabby,mink,False,False,False,True,False,0,29,True,74.99,99.99,0.00,51.00,99.62,50.00
2013822,2022-12-28,#2013822,Pip! (#269060),40,0,17,female,mixed breed,8,46,6,-5,-3,-4,-9,-14,3,0,2,0,0,16,12,10,11,straight,10,5,bronze,medium,normal,normal,shorthair,,blue,harlequin,,,False,False,False,False,True,0,0,True,54.99,91.99,52.69,31.00,99.99,52.00
2004584,2022-12-28,#2004584,Almalexia | Tigraunda Revival (#70878),100,0,57,female,mixed breed,9,46,-3,-6,0,-8,-9,-13,2,2,2,1,0,7,11,13,7,straight,10,6,bronze,deep,short (bobtail),normal,longhair,,blue,bicolor,,,False,True,False,False,False,0,0,True,99.99,87.24,0.00,57.00,95.68,50.00
2004355,2022-12-28,#WhitePelt,PeskyBirdKuro (#268002),10,0,58,female,mixed breed,10,46,-4,-7,-7,-3,-5,-13,2,2,2,0,1,6,10,6,13,folded,14,6,green,deep,normal,short (Munchkin),longhair,,white,,,,False,False,False,False,False,0,0,True,4.99,9.99,0.00,48.00,99.99,99.99
2016663,2022-12-28,﴾Chant﴿ Only South's Northspell {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,45,female,mixed breed,8,47,-3,-7,2,-1,-16,-14,2,0,2,0,0,7,10,15,14,straight,3,5,aqua,deep,normal,normal,shorthair,,white,,,,False,False,False,False,False,0,0,True,99.99,99.99,83.00,16.00,66.96,49.00
2014711,2022-12-28,#2014711 Arabian Shorthair/Chartreux/Mei Mao/Morgan Mini/Paix Evol,katiegoesmew - Weird Ones (#123803),50,0,14,female,mixed breed,8,47,-5,-12,-2,-6,-12,-6,2,0,2,0,0,5,5,11,9,straight,7,13,yellow,deep,normal,normal,shorthair,,blue,,,,False,False,False,False,True,0,0,True,99.99,99.99,0.00,69.00,97.89,50.00
2014710,2022-12-28,#2014710 Arabian Shorthair,katiegoesmew - Weird Ones (#123803),50,0,14,female,mixed breed,8,47,-4,-13,-2,-5,-12,-6,3,0,2,0,0,6,4,11,10,straight,7,13,yellow-green,medium,normal,normal,shorthair,,blue,,classic tabby,,False,False,False,True,False,0,0,True,99.99,99.99,0.00,68.00,97.89,50.00
2014713,2022-12-28,#2014713 Pocket Cat,katiegoesmew - Weird Ones (#123803),50,0,14,female,mixed breed,8,47,-4,-13,-3,-6,-12,-5,2,0,2,0,0,6,4,10,9,straight,7,14,yellow,deep,normal,normal,shorthair,,black,,,,False,False,False,False,True,0,0,True,99.99,99.99,0.00,70.00,97.89,50.00
2011417,2022-12-28,#2011417,Pizza_Kitties - Sales (#88179),50,0,28,female,mixed breed,9,47,7,-9,-7,-2,-5,-12,2,0,2,1,0,17,8,6,13,straight,14,7,hazel,deep,short (bobtail),normal,shorthair,wirehair,black,,,,False,False,False,False,True,0,0,True,99.99,87.99,0.00,61.00,99.82,50.00
2017021,2022-12-28,Celestial Charming Isabelle,NorthAtlanticCats Kisa (#5154),50,0,65,female,mixed breed,9,47,4,-11,-11,-2,-4,-9,3,0,2,1,0,14,6,2,13,straight,15,10,bronze,medium,none (tailless),normal,shorthair,,black,,ticked tabby,,False,False,False,True,False,0,0,True,99.99,99.99,99.99,80.00,15.97,43.00
2004637,2022-12-28,#Iora | !Pouf | Mixed Breed,Llama Godd (#267840),200,0,57,female,mixed breed,9,47,0,-14,-6,-4,-10,-5,3,2,2,0,1,10,3,7,12,folded,9,14,bronze,pale,normal,short (Munchkin),longhair,LaPerm,blue,,mackerel tabby,,False,False,False,False,False,0,0,True,4.99,4.82,0.00,52.52,86.63,80.00
2003451,2022-12-28,Grand Champion *K* Henrietta of Titus Winifred,Kittystix2 (#268834),0,0,63,female,Himalayan Bear Cat,7,48,-1,3,-6,-11,-11,-14,0,2,0,0,0,9,20,7,4,straight,8,5,blue,deep,normal,normal,longhair,,chocolate,,mackerel tabby,point,False,False,False,False,False,680,14,True,94.99,99.99,99.99,0.00,99.99,50.00
2011555,2022-12-28,CutePie,SnowyRina167 (#269419),1,0,28,female,mixed breed,9,48,-7,1,-3,-11,-10,-10,2,2,2,0,0,3,18,10,4,straight,9,9,hazel,deep,normal,normal,longhair,,black,,,,False,False,False,False,False,0,0,True,14.99,4.99,0.00,61.00,99.90,61.00
2006403,2022-12-28,Fräulein Katzengold,SnowyRina167 (#269419),1,0,49,female,mixed breed,7,49,3,-16,0,-6,-13,-7,2,0,2,0,0,13,1,13,9,straight,6,12,grey-green,deep,normal,normal,shorthair,,blue,bicolor,,,False,False,False,False,True,0,0,True,14.99,5.99,0.00,41.00,80.00,91.00
2012532,2022-12-28,#2012532,Almalexia | Tigraunda Revival (#70878),100,0,22,female,mixed breed,8,49,-7,-5,-1,-7,-10,-14,3,0,2,0,0,3,12,12,8,straight,9,5,green,medium,normal,normal,shorthair,,lilac,bicolor,classic tabby,,False,False,False,False,False,0,0,True,99.99,96.24,0.00,56.00,91.85,50.00
2008368,2022-12-28,#2008368 3ex,Pizza_Kitties - Sales (#88179),500,0,42,female,Noctua,8,49,8,-9,0,-13,-13,1,2,0,2,0,1,18,8,13,3,folded,6,20,grey-green,deep,normal,short (Munchkin),shorthair,,black,,,,False,False,False,False,True,0,0,True,99.99,80.99,0.00,98.00,99.57,50.00
2006386,2022-12-28,Pine's Missus Forgettable,Chant’s ℂ✩ Neverending Studio Projects (#19181),50,0,49,female,mixed breed,9,49,3,-6,-1,-10,-13,-11,2,0,2,1,0,13,11,12,6,folded,6,8,bronze,deep,short (bobtail),normal,shorthair,LaPerm,blue,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,0.00,63.00,47.58,50.00
2010206,2022-12-28,Smokie,Rescue Shelter,200,0,34,female,mixed breed,9,49,2,-3,-3,-13,-10,-11,3,2,2,0,0,12,14,10,2,straight,9,8,hazel,medium,normal,normal,longhair,,black,,,,False,False,False,False,True,0,0,True,99.99,10.87,0.00,20.55,91.90,76.00
2005195,2022-12-28,#2005195 noctua keep,Pizza_Kitties - Sales (#88179),50,0,56,female,mixed breed,11,49,4,-10,-3,-10,-12,-2,2,2,2,1,1,14,7,10,6,folded,7,17,hazel,deep,short (bobtail),short (Munchkin),longhair,,black,bicolor,spotted tabby,,False,False,False,True,False,0,0,True,99.99,85.99,0.00,67.00,87.44,50.00
2016671,2022-12-28,﴾Chant﴿ Dunja of the Siren {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,38,female,mixed breed,7,50,0,-11,-5,-11,-4,-15,2,0,2,0,0,10,6,8,4,straight,15,4,aqua,deep,normal,normal,shorthair,,black,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,99.99,99.99,53.00,69.00,78.96,54.00
2016678,2022-12-28,﴾Chant﴿ Averia Lucy Touch {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,30,female,mixed breed,8,51,-9,2,-12,3,-3,-17,3,0,2,0,0,1,19,1,17,curled,16,2,aqua,medium,normal,normal,shorthair,,black,bicolor,ticked tabby,,False,True,False,False,False,0,0,True,99.99,99.99,83.00,67.00,44.96,42.00
2017066,2022-12-28,#Gloria of Joy -stray,Mezzmeric's Feline Fiasco (#26989),1,0,51,female,mixed breed,8,51,4,-11,-11,6,-2,-13,2,0,2,0,0,14,6,2,20,folded,17,6,bronze,deep,normal,normal,shorthair,,chocolate,bicolor,mackerel tabby,,False,False,False,False,False,0,0,True,99.99,99.99,62.00,47.00,19.97,50.00
2008366,2022-12-28,#2008366 4ex,Pizza_Kitties - Sales (#88179),500,0,42,female,Noctua,8,51,8,-9,0,-14,-14,1,2,0,2,0,1,18,8,13,2,curled,5,20,grey-green,deep,normal,short (Munchkin),shorthair,wirehair,black,bicolor,,,False,False,False,False,True,0,0,True,99.99,80.99,0.00,99.00,99.57,50.00
2013411,2022-12-28,#Ginger Doodle,ExistingCuzWhyNot (#267759),100,0,20,female,mixed breed,10,51,-5,1,-9,-6,-11,-12,2,2,2,0,1,5,18,4,9,straight,8,7,bronze,deep,normal,short (Munchkin),longhair,,chocolate,bicolor,spotted tabby,,False,False,False,False,False,0,0,True,4.99,5.03,30.00,11.04,99.99,63.00
2014680,2022-12-28,#2014680,Love Shines Sales and Other Projects (#178998),1,0,14,female,mixed breed,8,52,-5,-11,-4,-6,-11,-11,2,0,2,0,0,5,6,9,9,straight,8,8,grey-green,deep,normal,normal,shorthair,,black,,,,False,False,False,False,False,0,0,True,74.99,97.99,0.00,52.00,95.97,50.00
2014954,2022-12-28,#Summerheart the Chosen -stray,Mezzmeric's Feline Fiasco (#26989),1,0,24,female,mixed breed,8,52,-4,-13,-8,-10,-1,-11,3,0,2,0,0,6,4,5,6,folded,18,8,grey-green,pale,normal,normal,shorthair,,chocolate,bicolor,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,83.90,43.00,80.20,50.00
2017059,2022-12-28,#Kinley Zara Chess -stray,Mezzmeric's Feline Fiasco (#26989),1,0,25,female,mixed breed,8,52,6,-4,-5,3,-14,-16,2,0,2,0,0,16,13,8,17,folded,5,3,yellow,deep,normal,normal,shorthair,,chocolate,bicolor,ticked tabby,,False,False,False,True,False,0,0,True,99.99,99.99,85.00,13.00,51.97,50.00
2007192,2022-12-28,#Munchkin,Little Bunny 3 (#268197),100,0,48,female,mixed breed,10,52,-5,-4,-2,-9,-15,-10,2,2,2,0,1,5,13,11,7,folded,4,9,hazel,deep,normal,short (Munchkin),longhair,rex III,chocolate,,mackerel tabby,,False,False,False,False,False,0,0,True,4.99,4.99,27.49,44.40,99.39,70.00
2015395,2022-12-28,#Celestial and Flare -stray,Mezzmeric's Feline Fiasco (#26989),1,0,39,female,mixed breed,8,53,10,-9,1,-9,-8,-12,2,0,2,0,0,20,8,14,7,curled,11,7,green,deep,normal,normal,shorthair,LaPerm,black,bicolor,mackerel tabby,,False,False,False,False,False,0,0,True,99.99,99.99,81.00,87.00,57.42,50.00
2006721,2022-12-28,#2006721,Pizza_Kitties - Sales (#88179),50,0,49,female,mixed breed,8,53,-8,-11,-10,-1,-5,-15,1,0,2,0,0,2,6,3,14,straight,14,4,blue,pale,normal,normal,shorthair,LaPerm,white,,,,False,False,False,False,False,0,0,True,99.99,66.32,0.00,68.00,84.74,50.00
2016670,2022-12-28,﴾Chant﴿ Lily Sa {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,46,female,mixed breed,8,54,9,-7,-6,-15,-7,-5,3,0,2,0,0,19,10,7,1,curled,12,14,hazel,medium,normal,normal,shorthair,,black,bicolor,,,False,False,False,True,False,0,0,True,99.99,99.99,59.00,90.00,50.96,55.00
2014124,2022-12-28,#2014124,Marblecat1000 (#208881),30,0,15,female,mixed breed,9,54,-6,-5,-3,-9,-14,-11,2,2,2,0,0,4,12,10,6,straight,5,8,grey-green,deep,normal,normal,longhair,,black,bicolor,classic tabby,,False,False,False,False,False,0,0,True,94.99,99.99,0.00,46.00,99.00,50.00
2008367,2022-12-28,#2008367 noctua 3ex,Pizza_Kitties - Sales (#88179),50,0,42,female,mixed breed,9,54,8,-11,0,-13,-14,1,2,2,2,0,1,18,6,13,3,folded,5,20,grey-green,deep,normal,short (Munchkin),longhair,wirehair,black,,,,False,False,False,False,True,0,0,True,99.99,91.99,0.00,98.00,99.57,50.00
2016680,2022-12-28,#2016680 New Stray,Lesse - Shorthair Variety (#160671),20,0,29,female,mixed breed,8,55,5,-14,6,-4,-8,-13,3,0,2,0,0,15,3,19,11,straight,11,6,hazel,medium,normal,normal,shorthair,,blue,,ticked tabby,,False,False,False,False,False,0,0,True,89.99,65.00,60.00,47.00,67.99,55.00
2015668,2022-12-28,#2015668 nanokitty 1ex,Pizza_Kitties - Sales (#88179),50,0,7,female,mixed breed,8,55,4,-15,0,-8,-11,-12,2,0,2,0,1,14,2,13,8,folded,8,7,green,deep,normal,short (Munchkin),shorthair,rex III wirehair,black,,spotted tabby,,False,True,True,False,False,0,0,,99.99,99.99,8.00,33.00,67.93,50.00
2015467,2022-12-28,#2015467,Rahkali (#269527),100,0,9,female,mixed breed,9,55,-2,-6,-2,-10,-13,-16,2,2,2,0,0,8,11,11,5,straight,6,3,grey-green,deep,normal,normal,longhair,,black,bicolor,classic tabby,,False,False,False,True,False,0,0,False,94.99,98.99,25.40,21.00,99.95,50.00
2008538,2022-12-28,GN's Zoo Weasle Waffle [5],Kittystix2 (#268834),0,0,42,female,Chumbles,8,56,-1,-1,-11,-13,-11,-15,2,0,2,0,0,9,16,2,2,straight,8,4,hazel,deep,normal,normal,shorthair,,cinnamon,,classic tabby,,False,True,True,False,False,0,13,True,99.99,95.99,98.99,10.80,99.99,50.00
2015654,2022-12-28,#2015654 nanokitty 2ex,Pizza_Kitties - Sales (#88179),50,0,7,female,mixed breed,9,56,-3,-15,0,-8,-12,-12,2,0,2,1,1,7,2,13,8,folded,7,7,hazel,deep,none (tailless),short (Munchkin),shorthair,,black,bicolor,ticked tabby,,False,False,False,True,False,0,0,,99.99,89.99,62.00,36.00,31.93,50.00
2004357,2022-12-28,#SnowStorm,PeskyBirdKuro (#268002),1,0,58,female,mixed breed,10,56,-7,-12,-2,-4,-9,-15,2,2,2,0,1,3,5,11,12,folded,10,4,green,deep,normal,short (Munchkin),longhair,,white,,,,False,False,False,False,False,0,16,True,4.99,2.99,0.00,65.00,99.99,99.99
2006720,2022-12-28,#2006720,Pizza_Kitties - Sales (#88179),50,0,49,female,mixed breed,10,56,-8,-11,-9,1,-5,-15,3,0,2,1,1,2,6,4,16,straight,14,4,coffee,medium,short (bobtail),short (Munchkin),shorthair,LaPerm,chocolate,,spotted tabby,,False,True,False,False,False,0,0,True,99.99,67.32,0.00,65.00,83.74,50.00
2015997,2022-12-28,"# [9 Ch, 4, 9] Miragewind",Kittystix2 (#268834),0,0,7,female,Chumbles,8,57,-4,-1,-10,-11,-11,-16,2,0,2,0,0,6,16,3,4,straight,8,3,yellow-green,deep,normal,normal,shorthair,,blue,bicolor,classic tabby,,False,False,False,False,False,0,0,,94.99,96.74,96.60,14.80,97.80,52.00
2004197,2022-12-28,GN's Waffle Owl Platypus [5],Kittystix2 (#268834),0,0,59,female,Chumbles,8,57,-1,-1,-11,-13,-11,-16,2,0,2,0,0,9,16,2,2,straight,8,3,hazel,deep,normal,normal,shorthair,,red,bicolor,,,False,True,True,False,True,20,14,True,99.99,95.99,96.99,6.20,99.99,51.00
2017196,2022-12-28,#Fate's Blaze -stray,Mezzmeric's Feline Fiasco (#26989),1,0,53,female,mixed breed,8,57,-4,-15,-2,-7,-13,-12,2,0,2,0,0,6,2,11,8,straight,6,7,bronze,deep,normal,normal,shorthair,,black,bicolor,mackerel tabby,,False,True,False,False,False,0,0,True,99.99,99.99,59.00,26.00,72.98,53.00
2015993,2022-12-28,"# $ [7 OST, 7, 24] Solar Night the Chosen",Kittystix2 (#268834),0,0,7,female,mixed breed,9,57,5,-12,-6,-8,-18,-2,3,0,2,1,0,15,5,7,7,straight,1,17,brown,medium,none (tailless),normal,shorthair,wirehair,black,bicolor,mackerel tabby,,False,True,False,False,False,0,0,,94.99,99.00,98.99,79.20,82.80,54.00
2015994,2022-12-28,"# [9 OST, 7, 15] Sara Latisha",Kittystix2 (#268834),0,0,7,female,Oriental Stage Dragon,8,58,-2,-15,-9,-8,-18,0,3,0,2,1,0,8,2,4,7,straight,1,19,brown,medium,none (tailless),normal,shorthair,wirehair,black,harlequin,classic tabby,,False,True,True,False,False,0,0,,94.99,94.00,96.60,65.80,78.80,50.00
2016682,2022-12-28,#2016682 New Stray,Lesse - Shorthair Variety (#160671),20,0,24,female,mixed breed,8,58,6,-15,1,-2,-16,-14,2,0,2,0,0,16,2,14,13,straight,3,5,bronze,deep,normal,normal,shorthair,rex II,black,,mackerel tabby,,False,False,False,False,False,0,0,True,89.99,41.00,84.00,17.00,71.99,64.00
2016666,2022-12-28,﴾Chant﴿ Ukana Ages {Stray},Chant’s ℂ✩ Neverending Studio Projects (#19181),1,0,37,female,mixed breed,9,59,7,-13,-10,1,-16,-6,3,0,2,1,0,17,4,3,15,curled,3,13,yellow-green/pale blue odd-eyed,medium,none (tailless),normal,shorthair,,chocolate,harlequin,mackerel tabby,,False,False,False,True,False,0,0,True,99.99,99.99,65.00,25.00,34.96,42.00
2015653,2022-12-28,#2015653 nanokitty 3ex,Pizza_Kitties - Sales (#88179),50,0,7,female,mixed breed,9,59,4,-15,2,-9,-11,-13,2,0,2,0,1,14,2,15,7,folded,8,6,hazel,deep,normal,short (Munchkin),shorthair,,black,bicolor,ticked tabby,,False,False,False,True,False,0,0,,99.99,99.99,62.00,76.00,69.93,50.00
2011781,2022-12-28,#2011781,Pine's Cattery  (#174666),10,0,52,female,mixed breed,9,61,4,-16,-8,-2,-18,-7,3,0,2,1,0,14,1,5,13,straight,1,12,grey-green,pale,none (tailless),normal,shorthair,,black,,mackerel tabby,,False,False,False,False,False,0,0,True,89.99,90.00,84.99,17.00,26.87,50.00
